ticker,name,close,change,volume,market_cap,logo,sector,subsector,type,subtype,asset_class,turnover_proxy
SBSP3,CIA SANEAMENTO BASICO EST SAO PAULO,23.79,-2.02,64902700.0,85575686375.0,https://icons.brapi.dev/icons/SBSP3.svg,Utilities,Água e Saneamento,stock,stock,AÇÃO B3,1544035233.0
B3SA3,B3 S.A. - BRASIL. BOLSA. BALCÃO,14.67,-0.88,47156200.0,71905699755.0,https://icons.brapi.dev/icons/B3SA3.svg,Finance,Dados Financeiros e Bolsas de Valores,stock,stock,AÇÃO B3,691781454.0
BBAS3,BCO BRASIL S.A.,18.38,0.93,43575000.0,104139641522.0,https://icons.brapi.dev/icons/BBAS3.svg,Finance,Bancos Diversificados,stock,stock,AÇÃO B3,800908500.0
BBDC4,BCO BRADESCO S.A.,16.54,-0.72,41830200.0,174496890578.0,https://icons.brapi.dev/icons/BBDC4.svg,Finance,Bancos Diversificados,stock,stock,AÇÃO B3,691871508.0
ITUB4,ITAU UNIBANCO HOLDING S.A.,39.0,1.8,39285900.0,438813067013.0,https://icons.brapi.dev/icons/ITUB4.svg,Finance,Bancos Diversificados,stock,stock,AÇÃO B3,1532150100.0
ROXO34,ROXO34,13.16,9.3,35210326.0,349914978569.9428,https://icons.brapi.dev/icons/BRAPI.svg,Finance,,bdr,bdr,AÇÃO GLOBAL / BDR,463367890.16
COGN3,COGNA EDUCAÇÃO S.A.,2.11,-3.65,34146600.0,4514114627.0,https://icons.brapi.dev/icons/COGN3.svg,Commercial Services,Serviços Educacionais,stock,stock,AÇÃO B3,72049326.0
PETR4,PETROLEO BRASILEIRO S.A. PETROBRAS,42.09,0.45,34089900.0,570317536822.0,https://icons.brapi.dev/icons/PETR4.svg,Energy Minerals,Petróleo e Gás Integrado,stock,stock,AÇÃO B3,1434843891.0
ABEV3,AMBEV S.A.,14.75,-1.14,33531400.0,235129730499.0,https://icons.brapi.dev/icons/ABEV3.svg,Consumer Non-Durables,Cervejas e Refrigerantes,stock,stock,AÇÃO B3,494588150.0
BEEF3,MINERVA S.A.,3.2,5.26,33512900.0,2984013791.0,https://icons.brapi.dev/icons/BEEF3.svg,Distribution Services,Carnes e Derivados,stock,stock,AÇÃO B3,107241280.0
ONCO3,ONCOCLINICAS DO BRASIL SERVICOS MEDICOS  S.A.,0.77,8.45,28853200.0,795463106.0,https://icons.brapi.dev/icons/ONCO3.svg,Health Services,Serv.Méd.Hospit..Análises e Diagnósticos,stock,stock,AÇÃO B3,22216964.0
MGLU3,MAGAZINE LUIZA S.A.,3.91,-1.76,26532500.0,2805345670.0,https://icons.brapi.dev/icons/MGLU3.svg,Retail Trade,Varejo Especializado,stock,stock,AÇÃO B3,103742075.0
CSAN3,COSAN S.A.,3.31,-0.3,25992100.0,13142804951.0,https://icons.brapi.dev/icons/CSAN3.svg,Utilities,"Exploração, Refino e Distribuição",stock,stock,AÇÃO B3,86033851.0
LREN3,LOJAS RENNER S.A.,11.21,-2.61,25905800.0,11552424387.0,https://icons.brapi.dev/icons/LREN3.svg,Retail Trade,"Tecidos, Vestuário e Calçados",stock,stock,AÇÃO B3,290404018.0
CMIG4,CIA ENERGETICA DE MINAS GERAIS - CEMIG,10.23,-0.68,25674900.0,33621301641.0,https://icons.brapi.dev/icons/CMIG4.svg,Utilities,Energia Elétrica,stock,stock,AÇÃO B3,262654227.0
CPLE3,CIA PARANAENSE DE ENERGIA - COPEL,13.69,-0.8,25289400.0,40986981000.0,https://icons.brapi.dev/icons/CPLE3.svg,Utilities,Energia Elétrica,stock,stock,AÇÃO B3,346211886.0
ITSA4,ITAUSA S.A.,12.49,0.4,24775500.0,140318638863.0,https://icons.brapi.dev/icons/BRAPI.svg,Finance,,stock,stock,AÇÃO B3,309445995.0
HAPV3,HAPVIDA PARTICIPACOES E INVESTIMENTOS SA,6.73,4.99,23909100.0,3189039674.0,https://icons.brapi.dev/icons/HAPV3.svg,Health Services,Serviços Médicos Hospitalares,stock,stock,AÇÃO B3,160908243.0
VALE3,VALE S.A.,71.3,-0.83,22926600.0,299746157078.0,https://icons.brapi.dev/icons/VALE3.svg,Non-Energy Minerals,Mineração de Minerais Metálicos,stock,stock,AÇÃO B3,1634666580.0
GMAT3,GRUPO MATEUS S.A.,3.98,5.01,22345800.0,8730994043.0,https://icons.brapi.dev/icons/GMAT3.svg,Retail Trade,Alimentos,stock,stock,AÇÃO B3,88936284.0
EQTL3,EQUATORIAL S.A.,34.9,0.23,22085800.0,42846600442.0,https://icons.brapi.dev/icons/EQTL3.svg,Utilities,Energia Elétrica,stock,stock,AÇÃO B3,770794420.0
FNOR11,FNOR11,0.65,-5.8,20559000.0,,https://icons.brapi.dev/icons/BRAPI.svg,,,fund,etf,ETF,13363350.0
MRVE3,MRV ENGENHARIA E PARTICIPACOES S.A.,4.76,-0.83,20487900.0,2701605283.0,https://icons.brapi.dev/icons/MRVE3.svg,Consumer Durables,Incorporações,stock,stock,AÇÃO B3,97522404.0
LWSA3,LWSA S.A.,4.03,7.75,19488600.0,2125086312.9999998,https://icons.brapi.dev/icons/LWSA3.svg,Technology Services,Programas e Serviços,stock,stock,AÇÃO B3,78539058.0
POMO4,MARCOPOLO S.A.,4.11,-3.97,18578900.0,5204696756.0,https://icons.brapi.dev/icons/BRAPI.svg,Producer Manufacturing,,stock,stock,AÇÃO B3,76359279.0
CVCB3,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,1.34,4.69,17458700.0,672745766.0,https://icons.brapi.dev/icons/CVCB3.svg,Consumer Services,Viagens e Turismo,stock,stock,AÇÃO B3,23394658.0
BPAC11,BCO BTG PACTUAL S.A.,51.0,1.51,16689900.0,,https://icons.brapi.dev/icons/BPAC11.svg,Finance,Bancos,stock,unit,AÇÃO/UNIT B3,851184900.0
RAIZ4,RAIZEN S.A.,0.24,-4.0,16402800.0,2588127368.0,https://icons.brapi.dev/icons/RAIZ4.svg,Retail Trade,Açúcar e Álcool,stock,stock,AÇÃO B3,3936672.0
VAMO3,VAMOS LOCAÇÃO DE CAMINHÕES. MÁQUINAS E EQUIP. S.A.,2.8,-0.36,16082800.0,3385194102.0,https://icons.brapi.dev/icons/VAMO3.svg,Finance,Aluguel de Carros,stock,stock,AÇÃO B3,45031840.0
BRKM5,BRASKEM S.A.,4.93,-7.68,15792100.0,3775562536.0,https://icons.brapi.dev/icons/BRKM5.svg,Process Industries,Petroquímicos,stock,stock,AÇÃO B3,77855053.0
CSNA3,CIA SIDERURGICA NACIONAL,4.49,-1.54,15069300.0,6013201009.0,https://icons.brapi.dev/icons/CSNA3.svg,Non-Energy Minerals,Siderurgia,stock,stock,AÇÃO B3,67661157.0
ANIM3,ANIMA HOLDING S.A.,2.16,5.88,14855200.0,812759941.0,https://icons.brapi.dev/icons/ANIM3.svg,Consumer Services,Serviços Educacionais,stock,stock,AÇÃO B3,32087232.000000004
RAIL3,RUMO S.A.,13.67,0.89,14790000.0,25175255274.0,https://icons.brapi.dev/icons/RAIL3.svg,Transportation,Transporte Ferroviário,stock,stock,AÇÃO B3,202179300.0
MOTV3,MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.,13.8,-1.85,14531200.0,28401173387.0,https://icons.brapi.dev/icons/BRAPI.svg,Transportation,Exploração de Rodovias,stock,stock,AÇÃO B3,200530560.0
AXIA3,AXIA3,49.83,0.28,14173500.0,113520465530.0,https://icons.brapi.dev/icons/ELET3.svg,Utilities,Energia Elétrica,stock,stock,AÇÃO B3,706265505.0
ENEV3,ENEVA S.A,24.45,0.45,13651700.0,46451761238.0,https://icons.brapi.dev/icons/ENEV3.svg,Utilities,Energia Elétrica,stock,stock,AÇÃO B3,333784065.0
PMAM3,PARANAPANEMA S.A.,0.12,-14.29,12319800.0,41607549.0,https://icons.brapi.dev/icons/PMAM3.svg,Non-Energy Minerals,Artefatos de Cobre,stock,stock,AÇÃO B3,1478376.0
RENT3,LOCALIZA RENT A CAR S.A.,33.51,-1.61,12263600.0,36660323653.0,https://icons.brapi.dev/icons/RENT3.svg,Finance,Aluguel de Carros,stock,stock,AÇÃO B3,410953236.0
AUAU3,UNIÃO PET PARTICIPAÇÕES S.A.,3.16,-8.41,12063700.0,2929718604.0,https://icons.brapi.dev/icons/PETZ3.svg,Process Industries,Produtos Diversos,stock,stock,AÇÃO B3,38121292.0
CYRE3,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,21.33,1.57,11467900.0,9109931991.0,https://icons.brapi.dev/icons/CYRE3.svg,Finance,Incorporações,stock,stock,AÇÃO B3,244610306.99999997
ASAI3,SENDAS DISTRIBUIDORA S.A.,8.1,1.76,11230800.0,10780971775.0,https://icons.brapi.dev/icons/ASAI3.svg,Retail Trade,Alimentos,stock,stock,AÇÃO B3,90969480.0
TTEN3,TRÊS TENTOS AGROINDUSTRIAL S/A,9.93,-10.14,10739300.0,5533151359.0,https://icons.brapi.dev/icons/TTEN3.svg,Commercial Services,Agricultura,stock,stock,AÇÃO B3,106641249.0
CMIN3,CSN MINERAÇÃO S.A.,5.54,0.91,10641400.0,29656171884.0,https://icons.brapi.dev/icons/CMIN3.svg,Non-Energy Minerals,Minerais Metálicos,stock,stock,AÇÃO B3,58953356.0
GOAU4,METALURGICA GERDAU S.A.,10.99,0.09,10612300.0,13928652093.0,https://icons.brapi.dev/icons/GOAU4.svg,Non-Energy Minerals,Siderurgia,stock,stock,AÇÃO B3,116629177.0
GGBR4,GERDAU S.A.,24.65,-0.56,10365800.0,45688884896.0,https://icons.brapi.dev/icons/GGBR4.svg,Non-Energy Minerals,Siderurgia,stock,stock,AÇÃO B3,255516970.0
RDOR3,REDE DOR SÃO LUIZ S.A.,33.66,-2.55,10174700.0,76035621005.0,https://icons.brapi.dev/icons/RDOR3.svg,Health Services,Serviços Médicos Hospitalares,stock,stock,AÇÃO B3,342480401.99999994
RADL3,RAIA DROGASIL S.A.,17.53,-4.21,10016700.0,31981024607.0,https://icons.brapi.dev/icons/RADL3.svg,Retail Trade,Medicamentos e Outros Produtos,stock,stock,AÇÃO B3,175592751.0
PETR3,PETROLEO BRASILEIRO S.A. PETROBRAS,46.83,0.21,9578900.0,570317536822.0,https://icons.brapi.dev/icons/PETR3.svg,Energy Minerals,Exploração. Refino e Distribuição,stock,stock,AÇÃO B3,448579887.0
UGPA3,ULTRAPAR PARTICIPACOES S.A.,32.27,0.72,9445900.0,34959172752.0,https://icons.brapi.dev/icons/UGPA3.svg,Retail Trade,"Exploração, Refino e Distribuição",stock,stock,AÇÃO B3,304819193.0
YDUQ3,YDUQS PARTICIPACOES S.A.,7.32,-5.18,9217100.0,2007426241.0,https://icons.brapi.dev/icons/YDUQ3.svg,Commercial Services,Serviços Educacionais,stock,stock,AÇÃO B3,67469172.0
SMFT3,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,17.12,0.0,8919200.0,10548144111.0,https://icons.brapi.dev/icons/SMFT3.svg,Consumer Services,Atividades Esportivas,stock,stock,AÇÃO B3,152696704.0
DIRR3,DIRECIONAL ENGENHARIA S.A.,10.45,-1.32,8466900.0,5506938401.0,https://icons.brapi.dev/icons/DIRR3.svg,Finance,Incorporações,stock,stock,AÇÃO B3,88479105.0
CEAB3,CEA MODAS S.A.,8.0,-1.96,8366900.0,2515279611.0,https://icons.brapi.dev/icons/CEAB3.svg,Retail Trade,Tecidos. Vestuário e Calçados,stock,stock,AÇÃO B3,66935200.0
SUZB3,SUZANO S.A.,42.03,1.28,8237500.0,51961140869.0,https://icons.brapi.dev/icons/SUZB3.svg,Process Industries,Papel e Celulose,stock,stock,AÇÃO B3,346222125.0
TIMS3,TIM S.A.,18.12,0.95,7864600.0,42938443988.0,https://icons.brapi.dev/icons/TIMS3.svg,Communications,Telecomunicações,stock,stock,AÇÃO B3,142506552.0
LIGT3,LIGHT S.A.,3.25,4.17,7613900.0,5022605675.0,https://icons.brapi.dev/icons/LIGT3.svg,Utilities,Energia Elétrica,stock,stock,AÇÃO B3,24745175.0
USIM5,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,6.32,-2.32,7569900.0,7456178047.0,https://icons.brapi.dev/icons/USIM5.svg,Non-Energy Minerals,Siderurgia,stock,stock,AÇÃO B3,47841768.0
WEGE3,WEG S.A.,47.5,0.0,7276700.0,199310556641.0,https://icons.brapi.dev/icons/WEGE3.svg,Producer Manufacturing,Máquinas e Equipamentos,stock,stock,AÇÃO B3,345643250.0
CSMG3,CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,55.81,-0.69,7254100.0,21309975906.0,https://icons.brapi.dev/icons/CSMG3.svg,Utilities,Água e Saneamento,stock,stock,AÇÃO B3,404851321.0
BBDC3,BCO BRADESCO S.A.,14.51,-0.55,7144700.0,174496890578.0,https://icons.brapi.dev/icons/BBDC3.svg,Finance,Bancos,stock,stock,AÇÃO B3,103669597.0
KLBN11,KLABIN S.A.,17.55,0.23,7128300.0,,https://icons.brapi.dev/icons/KLBN11.svg,Non-Energy Minerals,Papel e Celulose,stock,unit,AÇÃO/UNIT B3,125101665.0
BRAV3,BRAVA ENERGIA S.A.,18.38,0.16,6916600.0,8524626292.999999,https://icons.brapi.dev/icons/BRAV3.svg,Energy Minerals,Exploração e Produção de Petróleo,stock,stock,AÇÃO B3,127127108.0
MBRF3,MBRF3,16.36,0.06,6798500.0,22560373988.0,https://icons.brapi.dev/icons/BRAPI.svg,Consumer Non-Durables,,stock,stock,AÇÃO B3,111223460.0
BBSE3,BB SEGURIDADE PARTICIPAÇÕES S.A.,36.95,-0.65,6766700.0,72077436053.0,https://icons.brapi.dev/icons/BBSE3.svg,Finance,Seguradoras,stock,stock,AÇÃO B3,250029565.00000003
VIVT3,TELEFÔNICA BRASIL S.A,29.74,1.16,6414100.0,94517395551.0,https://icons.brapi.dev/icons/VIVT3.svg,Communications,Telecomunicações,stock,stock,AÇÃO B3,190755334.0
ENGI11,ENERGISA S.A.,43.8,-0.34,6336000.0,,https://icons.brapi.dev/icons/ENGI11.svg,Utilities,Energia Elétrica,stock,unit,AÇÃO/UNIT B3,277516800.0
NATU3,NATURA COSMETICOS S.A.,7.69,-3.39,6293200.0,10939940516.0,https://icons.brapi.dev/icons/BRAPI.svg,Consumer Non-Durables,Produtos de Uso Pessoal,stock,stock,AÇÃO B3,48394708.0
EMBJ3,EMBJ3,99.02,2.43,6203900.0,69869798847.0,https://icons.brapi.dev/icons/EMBR3.svg,Electronic Technology,Material Aeronáutico e de Defesa,stock,stock,AÇÃO B3,614310178.0
GGPS3,GPS PARTICIPACOES E EMPREENDIMENTOS S.A.,11.22,0.54,6170000.0,8396231743.0,https://icons.brapi.dev/icons/GGPS3.svg,Commercial Services,Serviços Diversos,stock,stock,AÇÃO B3,69227400.0
VBBR3,VIBRA ENERGIA S.A.,33.6,-0.33,6126800.0,38714822901.0,https://icons.brapi.dev/icons/VBBR3.svg,Retail Trade,"Exploração, Refino e Distribuição",stock,stock,AÇÃO B3,205860480.0
CXSE3,CAIXA SEGURIDADE PARTICIPAÇÕES S.A.,17.91,-1.1,6091900.0,54330001831.0,https://icons.brapi.dev/icons/CXSE3.svg,Finance,Seguradoras,stock,stock,AÇÃO B3,109105929.0
VIVA3,VIVARA PARTICIPAÇOES S.A,20.87,-1.65,5819800.0,5012116823.0,https://icons.brapi.dev/icons/VIVA3.svg,Consumer Durables,Acessórios,stock,stock,AÇÃO B3,121459226.0
ALOS3,ALLOS S.A,25.69,-1.46,5725100.0,13127478811.0,https://icons.brapi.dev/icons/ALOS3.svg,Finance,Exploração de Imóveis,stock,stock,AÇÃO B3,147077819.0
RAPT4,RANDONCORP S.A.,4.53,-4.43,5627100.0,1884283017.0,https://icons.brapi.dev/icons/BRAPI.svg,Producer Manufacturing,,stock,stock,AÇÃO B3,25490763.0
ORVR3,ORIZON VALORIZACAO DE RESIDUOS S.A.,15.58,-2.69,5271500.0,8794235277.0,https://icons.brapi.dev/icons/ORVR3.svg,Utilities,Água e Saneamento,stock,stock,AÇÃO B3,82129970.0
CPFE3,CPFL ENERGIA S.A.,41.29,-4.49,5170700.0,49811962225.0,https://icons.brapi.dev/icons/CPFE3.svg,Utilities,Energia Elétrica,stock,stock,AÇÃO B3,213498203.0
MULT3,MULTIPLAN - EMPREEND IMOBILIARIOS S.A.,26.73,-2.34,5126900.0,8255001237.0,https://icons.brapi.dev/icons/MULT3.svg,Finance,Exploração de Imóveis,stock,stock,AÇÃO B3,137042037.0
ECOR3,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,5.91,-3.43,5021100.0,4257202135.0000005,https://icons.brapi.dev/icons/ECOR3.svg,Transportation,Exploração de Rodovias,stock,stock,AÇÃO B3,29674701.0
SANB11,BCO SANTANDER (BRASIL) S.A.,29.93,0.34,4989700.0,,https://icons.brapi.dev/icons/SANB11.svg,Finance,Bancos,stock,unit,AÇÃO/UNIT B3,149341721.0
PRIO3,PRIO S.A.,58.63,-0.74,4984700.0,49229981133.0,https://icons.brapi.dev/icons/PRIO3.svg,Energy Minerals,Exploração e Produção de Petróleo,stock,stock,AÇÃO B3,292252961.0
JHSF3,JHSF PARTICIPACOES S.A.,10.82,2.37,4964400.0,7176565936.0,https://icons.brapi.dev/icons/JHSF3.svg,Finance,Incorporações,stock,stock,AÇÃO B3,53714808.0
MOVI3,MOVIDA PARTICIPACOES SA,6.79,-1.74,4774300.0,2937802841.0,https://icons.brapi.dev/icons/MOVI3.svg,Finance,Aluguel de carros,stock,stock,AÇÃO B3,32417497.0
TOTS3,TOTVS S.A.,30.2,2.27,4746400.0,17431461717.0,https://icons.brapi.dev/icons/TOTS3.svg,Technology Services,Programas e Serviços,stock,stock,AÇÃO B3,143341280.0
RCSL4,RECRUSUL S.A.,0.56,1.82,4643700.0,64037278.0,https://icons.brapi.dev/icons/BRAPI.svg,Producer Manufacturing,,stock,stock,AÇÃO B3,2600472.0000000005
DASA3,DIAGNOSTICOS DA AMERICA S.A.,2.11,-15.94,4564900.0,3136609600.0,https://icons.brapi.dev/icons/DASA3.svg,Health Services,Serv.Méd.Hospit..Análises e Diagnósticos,stock,stock,AÇÃO B3,9631939.0
CURY3,CURY CONSTRUTORA E INCORPORADORA S.A.,31.75,-2.01,4484300.0,9980742951.0,https://icons.brapi.dev/icons/CURY3.svg,Finance,Incorporações,stock,stock,AÇÃO B3,142376525.0
FLRY3,FLEURY S.A.,18.23,-0.49,4321900.0,10006673661.0,https://icons.brapi.dev/icons/FLRY3.svg,Health Services,Serviços Médicos Hospitalares,stock,stock,AÇÃO B3,78788237.0
ISAE4,ISA ENERGIA BRASIL S.A,25.55,-1.08,4301500.0,19469745288.0,https://icons.brapi.dev/icons/ISAE4.svg,Utilities,Energia Elétrica,stock,stock,AÇÃO B3,109903325.0
NVDC34,NVDC34,24.52,0.57,4192519.0,28352886499495.582,https://icons.brapi.dev/icons/BRAPI.svg,Electronic Technology,,bdr,bdr,AÇÃO GLOBAL / BDR,102800565.88
EGIE3,ENGIE BRASIL ENERGIA S.A.,28.03,-0.92,4180600.0,40069433075.0,https://icons.brapi.dev/icons/EGIE3.svg,Utilities,Energia Elétrica,stock,stock,AÇÃO B3,117182218.0
HYPE3,HYPERA S.A.,21.51,-1.51,4178700.0,15363910903.0,https://icons.brapi.dev/icons/HYPE3.svg,Health Technology,Medicamentos e Outros Produtos,stock,stock,AÇÃO B3,89883837.0
PCAR3,CIA BRASILEIRA DE DISTRIBUICAO,2.76,0.36,3874400.0,1352038071.0,https://icons.brapi.dev/icons/PCAR3.svg,Retail Trade,Alimentos,stock,stock,AÇÃO B3,10693344.0
LJQQ3,LOJAS QUERO-QUERO S/A,1.0,-0.99,3825400.0,208986438.0,https://icons.brapi.dev/icons/LJQQ3.svg,Retail Trade,Produtos Diversos,stock,stock,AÇÃO B3,3825400.0
AURE3,AUREN ENERGIA S.A.,10.05,-2.33,3773300.0,10808390113.0,https://icons.brapi.dev/icons/AURE3.svg,Utilities,Energia Elétrica,stock,stock,AÇÃO B3,37921665.0
SLCE3,SLC AGRICOLA S.A.,13.36,0.23,3742600.0,6599750979.0,https://icons.brapi.dev/icons/SLCE3.svg,Process Industries,Agricultura,stock,stock,AÇÃO B3,50001136.0
TAEE11,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,37.94,-0.71,3651000.0,,https://icons.brapi.dev/icons/TAEE11.svg,Industrial Services,Energia Elétrica,stock,unit,AÇÃO/UNIT B3,138518940.0
TRPL15,TRPL15,1.12,0.0,3571430.0,,https://icons.brapi.dev/icons/BRAPI.svg,,,fund,fii,FII,4000001.6000000006
AZZA3,AZZAS 2154 S.A.,14.87,-2.56,3496700.0,3148671318.0,https://icons.brapi.dev/icons/AZZA3.svg,Consumer Non-Durables,"Tecidos, Vestuário e Calçados",stock,stock,AÇÃO B3,51995929.0
SAUD3,SAUD3,13.77,0.36,3423300.0,40109978632.0,https://icons.brapi.dev/icons/BRAPI.svg,Health Services,,stock,stock,AÇÃO B3,47138841.0
BOVA11,BOVA11,163.9,-0.15,3331500.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,etf,ETF,546032850.0
GRND3,GRENDENE S.A.,3.53,0.86,3238400.0,3157559906.0,https://icons.brapi.dev/icons/GRND3.svg,Consumer Non-Durables,Calçados,stock,stock,AÇÃO B3,11431552.0
EZTC3,EZ TEC EMPREEND. E PARTICIPACOES S.A.,10.67,0.57,3232900.0,2925351235.0,https://icons.brapi.dev/icons/EZTC3.svg,Finance,Incorporações,stock,stock,AÇÃO B3,34495043.0
SAPR4,CIA SANEAMENTO DO PARANA - SANEPAR,6.39,2.24,3182100.0,9722089088.0,https://icons.brapi.dev/icons/BRAPI.svg,Utilities,,stock,stock,AÇÃO B3,20333619.0
QUAL3,QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,1.67,5.03,3102400.0,441414507.0,https://icons.brapi.dev/icons/QUAL3.svg,Health Services,Serv.Méd.Hospit..Análises e Diagnósticos,stock,stock,AÇÃO B3,5181008.0
M2ST34,M2ST34,6.98,-3.46,3082710.0,194010902022.88092,https://icons.brapi.dev/icons/BRAPI.svg,Technology Services,,bdr,bdr,AÇÃO GLOBAL / BDR,21517315.8
SIMH3,SIMPAR S.A.,6.16,0.0,3072900.0,3511097647.0,https://icons.brapi.dev/icons/SIMH3.svg,Transportation,Holdings Diversificadas,stock,stock,AÇÃO B3,18929064.0
MLAS3,GRUPO MULTI S.A.,1.81,-5.73,3018300.0,1560282953.0,https://icons.brapi.dev/icons/MLAS3.svg,Electronic Technology,Computadores e Equipamentos,stock,stock,AÇÃO B3,5463123.0
AXIA7,AXIA7,49.66,0.32,2981500.0,113520465530.0,https://icons.brapi.dev/icons/BRAPI.svg,Utilities,,stock,stock,AÇÃO B3,148061290.0
SBFG3,GRUPO SBF SA,8.61,-1.71,2859000.0,2020616706.0,https://icons.brapi.dev/icons/SBFG3.svg,Retail Trade,Produtos Diversos,stock,stock,AÇÃO B3,24615990.0
DXCO3,DEXCO S.A.,4.98,-4.6,2830900.0,4659083668.0,https://icons.brapi.dev/icons/DXCO3.svg,Producer Manufacturing,Madeira,stock,stock,AÇÃO B3,14097882.000000002
IGTI11,IGUATEMI S.A.,23.73,-0.79,2804200.0,,https://icons.brapi.dev/icons/IGTI11.svg,Finance,Exploração de Imóveis,stock,unit,AÇÃO/UNIT B3,66543666.0
SMAL11,SMAL11,100.12,-0.84,2679855.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,etf,ETF,268307082.60000002
POMO3,MARCOPOLO S.A.,3.91,-2.49,2676400.0,5204696756.0,https://icons.brapi.dev/icons/POMO3.svg,Producer Manufacturing,Material Rodoviário,stock,stock,AÇÃO B3,10464724.0
EVEN3,EVEN CONSTRUTORA E INCORPORADORA S.A.,4.28,-3.17,2662600.0,849204385.0,https://icons.brapi.dev/icons/EVEN3.svg,Finance,Incorporações,stock,stock,AÇÃO B3,11395928.0
KLBN4,KLABIN S.A.,3.49,0.29,2645000.0,21058320198.0,https://icons.brapi.dev/icons/BRAPI.svg,Non-Energy Minerals,,stock,stock,AÇÃO B3,9231050.0
RECV3,PETRORECÔNCAVO S.A.,10.51,-1.31,2639700.0,3125025410.0,https://icons.brapi.dev/icons/RECV3.svg,Energy Minerals,Exploração e Produção de Petróleo,stock,stock,AÇÃO B3,27743247.0
SAPR11,CIA SANEAMENTO DO PARANA - SANEPAR,32.63,2.48,2630800.0,,https://icons.brapi.dev/icons/BRAPI.svg,Utilities,,stock,unit,AÇÃO/UNIT B3,85843004.0
HBSA3,HIDROVIAS DO BRASIL S.A.,3.21,-3.31,2624200.0,4516470036.0,https://icons.brapi.dev/icons/HBSA3.svg,Transportation,Transporte Hidroviário,stock,stock,AÇÃO B3,8423682.0
PGMN3,EMPREENDIMENTOS PAGUE MENOS S.A.,3.24,-2.11,2597900.0,992302285.0,https://icons.brapi.dev/icons/PGMN3.svg,Retail Trade,Medicamentos e Outros Produtos,stock,stock,AÇÃO B3,8417196.0
FNAM11,FNAM11,0.36,-2.7,2522000.0,,https://icons.brapi.dev/icons/BRAPI.svg,,,fund,etf,ETF,907920.0
BHIA3,GRUPO CASAS BAHIA S.A.,0.66,1.54,2429200.0,634302342.0,https://icons.brapi.dev/icons/BHIA3.svg,Retail Trade,Eletrodomésticos,stock,stock,AÇÃO B3,1603272.0
GGRC11,GGRC11,9.37,-0.21,2387686.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,Multicategoria,fund,fii,FII,22372617.819999997
ALPA4,ALPARGATAS S.A.,12.78,-0.93,2375000.0,7567661873.0,https://icons.brapi.dev/icons/BRAPI.svg,Consumer Non-Durables,,stock,stock,AÇÃO B3,30352500.0
PASS3,COMPASS GAS E ENERGIA S.A.,21.94,-2.4,2178100.0,16054993672.0,https://icons.brapi.dev/icons/BRAPI.svg,Utilities,Gás,stock,stock,AÇÃO B3,47787514.0
CBAV3,COMPANHIA BRASILEIRA DE ALUMÍNIO,11.07,-0.54,2165900.0,7246439146.0,https://icons.brapi.dev/icons/CBAV3.svg,Non-Energy Minerals,Minerais Metálicos,stock,stock,AÇÃO B3,23976513.0
PLPL3,PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.,6.75,-1.75,2127900.0,1400789371.0,https://icons.brapi.dev/icons/PLPL3.svg,Finance,Incorporações,stock,stock,AÇÃO B3,14363325.0
PSSA3,PORTO SEGURO S.A.,46.58,-0.36,2049600.0,30024071823.0,https://icons.brapi.dev/icons/PSSA3.svg,Finance,Seguradoras,stock,stock,AÇÃO B3,95470368.0
VULC3,VULCABRAS S.A.,13.63,-1.37,2015500.0,4341041233.0,https://icons.brapi.dev/icons/VULC3.svg,Consumer Non-Durables,Calçados,stock,stock,AÇÃO B3,27471265.0
AZEV4,AZEVEDO E TRAVASSOS S.A.,1.51,5.59,2003100.0,251905637.0,https://icons.brapi.dev/icons/BRAPI.svg,Industrial Services,,stock,stock,AÇÃO B3,3024681.0
MDIA3,M.DIAS BRANCO S.A. IND COM DE ALIMENTOS,17.27,2.49,1968400.0,5689460119.0,https://icons.brapi.dev/icons/MDIA3.svg,Consumer Non-Durables,Alimentos Diversos,stock,stock,AÇÃO B3,33994268.0
BRAP4,BRADESPAR S.A.,20.26,-0.78,1948700.0,7688957352.0,https://icons.brapi.dev/icons/BRAPI.svg,Finance,,stock,stock,AÇÃO B3,39480662.0
TEND3,CONSTRUTORA TENDA S.A.,33.67,-1.26,1947500.0,3902681762.0,https://icons.brapi.dev/icons/TEND3.svg,Finance,Incorporações,stock,stock,AÇÃO B3,65572325.0
