ticker,cnpj,company_name,sector,industry,market_cap,revenue,operating_income,net_income,equity,total_cash,total_debt,roe,operating_margin,profit_margin,debt_to_equity,revenue_growth,earnings_growth,earnings_yield,book_to_price,sales_yield,ev_to_ebit,raw_pe,raw_pb,raw_ev_ebitda,enterprise_value,ebitda,fcf,beta,trailing_eps,book_value_per_share,fundamental_source,price,avg_daily_volume_brl,pe,pb,ev_ebitda,fcf_yield,fcf_margin,debt_to_ebitda,ret_3m,ret_6m,ret_12m,price_to_ma50,price_to_ma200,volatility,max_drawdown,history_days,last_price_date,model_group,__quality_roe,__quality_operating_margin,__quality_profit_margin,__quality_debt_to_equity,quality_score,quality_coverage,__growth_revenue_growth,__growth_earnings_growth,growth_score,growth_coverage,__valuation_earnings_yield,__valuation_book_to_price,__valuation_sales_yield,__valuation_ev_to_ebit,valuation_score,valuation_coverage,__momentum_ret_3m,__momentum_ret_6m,__momentum_ret_12m,__momentum_price_to_ma50,__momentum_price_to_ma200,momentum_score,momentum_coverage,__risk_volatility,__risk_max_drawdown,risk_score,risk_coverage,__weighted_quality,__weighted_growth,__weighted_valuation,__weighted_momentum,__weighted_risk,score,data_coverage,has_quality,has_valuation,has_momentum,n_components,data_quality,signal,entry_watch_low,entry_watch_high,max_position_pct,in_portfolio,action
CURY3,,Cury Construtora e Incorporadora S.A.,Real Estate,Real Estate - Development,9660371968.0,5795810816.0,1463632000.0,1064928000.0,1544550636.316,1646616960.0,1350416000.0,0.73690003,0.25616,0.18374,0.8743099567269338,0.326,0.335,0.1141581572224955,0.1598852024246591,0.5999573137761811,6.635253189326279,8.759777,6.2544875,6.635,9711568896.0,1463632000.0,1037590400.0,0.023,3.58,5.014,Yahoo Finance,31.360000610351562,118540331.90711975,8.759776706802112,6.254487556910962,6.635253189326279,0.1074068786830383,0.17902420091691273,-0.2023739300589219,0.04471722939682743,-0.10062885031467683,,0.9786543630244343,0.9503025253536879,0.3794462943615253,-0.2994960006877333,251,2026-08-07 00:00:00+00:00,general,100.0,70.58823529411765,52.94117647058824,29.411764705882348,63.23529411764706,1.0,82.35294117647058,62.5,72.42647058823529,1.0,29.411764705882355,5.88235294117647,41.17647058823529,52.94117647058824,32.35294117647059,1.0,82.35294117647058,76.47058823529412,,70.58823529411765,76.47058823529412,76.47058823529412,0.8,47.05882352941176,64.70588235294117,55.882352941176464,1.0,15.808823529411764,14.485294117647058,6.470588235294118,15.294117647058824,8.38235294117647,60.44117647058824,0.96,True,True,True,5,OK,NEUTRO,30.15772565693483,31.360000610351562,5.0,False,AGUARDAR
ITUB3,,Itaú Unibanco Holding S.A.,Financial Services,Banks - Regional,481104723968.0,143713992704.0,,46827999232.0,111000983482.543,484164993024.0,1115894054912.0,0.21476,0.39073002,0.32584,10.05301052208691,0.175,0.081,0.0962199233358138,0.4526689770287695,0.2987166526212678,,10.392858,2.2091198,,1123080732672.0,,,0.159,4.2,19.759,Yahoo Finance,43.650001525878906,167075982.59049734,10.392857506161643,2.209119971956015,,,,,0.08947728524771725,0.07072816360247791,,1.0006744543230066,1.098853803431407,0.23569085932874512,-0.15884649600862433,251,2026-08-07 00:00:00+00:00,financial,64.28571428571429,,,,64.28571428571429,1.0,,42.5,42.5,1.0,38.095238095238095,23.809523809523807,,,30.95238095238095,1.0,85.71428571428571,85.71428571428571,,80.95238095238095,90.47619047619048,85.71428571428571,0.8,76.19047619047619,85.71428571428571,80.95238095238095,1.0,16.071428571428573,8.5,6.19047619047619,17.142857142857142,12.142857142857142,60.04761904761905,0.96,True,True,True,5,OK,NEUTRO,42.61054956132555,43.650001525878906,5.0,False,AGUARDAR
TEND3,,Construtora Tenda S.A.,Real Estate,Real Estate - Development,4120112640.0,4791539200.0,790204992.0,578844992.0,1538150765.22,834753024.0,1207054976.0,0.406,0.1823,0.12081,0.7847442547852949,0.301,-0.115,0.1462979451283223,0.3733273859791898,1.1629631562694365,5.68233863042971,6.835366,2.6786141,5.682,4490212352.0,790204992.0,551098368.0,0.424,4.92,12.555,Yahoo Finance,33.630001068115234,86586154.85004425,6.835366070755129,2.678614183043826,5.68233863042971,0.1337580828858116,0.11501489291791665,0.4711460390267947,0.14778163630727392,0.19170807535068146,,1.0145531213856218,1.1612262358230903,0.49334393897699835,-0.22240042044265784,251,2026-08-07 00:00:00+00:00,general,88.23529411764706,47.05882352941176,35.294117647058826,41.17647058823529,52.94117647058823,1.0,70.58823529411765,37.5,54.044117647058826,1.0,41.17647058823529,17.647058823529413,64.70588235294117,70.58823529411765,48.529411764705884,1.0,100.0,100.0,,100.0,100.0,100.0,0.8,0.0,82.35294117647058,41.17647058823529,1.0,13.235294117647058,10.808823529411766,9.705882352941178,20.0,6.1764705882352935,59.92647058823529,0.96,True,True,True,5,OK,NAO_PRIORIZAR,31.953691980418423,33.630001068115234,5.0,False,AGUARDAR
PRNR3,,Priner Serviços Industriais S.A.,Industrials,Engineering & Construction,1048563648.0,1615975040.0,201078000.0,43151000.0,543486506.7720001,312371008.0,845353984.0,0.11630999,0.07006,0.026700001,1.5554277308942233,0.142,25.003,0.0375000009375,0.5183152391211073,1.5411320458059594,8.24278610290534,26.666666,1.9293278,8.243,1657442944.0,201078000.0,2505250.0,0.563,0.69,9.537,Yahoo Finance,18.399999618530273,7675743.840866089,26.666666113811992,1.9293278408860515,8.24278610290534,0.002389220725683597,0.0015503024106114907,2.6506279951063765,0.010433857419555048,-0.016042841292484677,,1.0007396588137696,1.0168554665386969,0.3171192921537378,-0.20892126973339742,251,2026-08-07 00:00:00+00:00,general,44.44444444444444,22.22222222222222,33.33333333333333,55.55555555555556,38.888888888888886,1.0,74.07407407407408,100.0,87.03703703703704,1.0,37.03703703703704,29.629629629629626,59.25925925925925,22.222222222222214,37.03703703703703,1.0,77.77777777777779,77.77777777777779,,59.25925925925925,70.37037037037037,71.2962962962963,0.8,66.66666666666667,81.48148148148148,74.07407407407408,1.0,9.722222222222221,17.40740740740741,7.4074074074074066,14.259259259259261,11.11111111111111,59.907407407407405,0.96,True,True,True,5,OK,NAO_PRIORIZAR,17.810453344770384,18.399999618530273,5.0,False,AGUARDAR
CASH3,,Méliuz S.A.,Communication Services,Internet Content & Information,574436736.0,495894016.0,104912000.0,-100710000.0,433376814.6,112637000.0,0.0,-0.20842,0.11344,-0.20309,0.0,0.182,,-0.1753195673056675,0.7544378675904205,0.8632700259615708,4.413711148391032,,1.3254902,4.414,463051264.0,104912000.0,28384876.0,,-0.66,3.825,Yahoo Finance,5.070000171661377,7823162.3648786545,,1.3254902409572227,4.413711148391032,0.04941340659661432,0.057239803434127344,-1.073633140155559,0.18181823234129713,0.4201681418677392,,1.18330769600024,1.2500000393102624,0.5092819905676274,-0.4662273611353217,251,2026-08-07 00:00:00+00:00,general,16.666666666666664,33.33333333333333,16.666666666666664,83.33333333333334,37.5,1.0,66.66666666666666,,66.66666666666666,0.5,16.666666666666664,100.0,83.33333333333334,83.33333333333334,70.83333333333334,1.0,100.0,100.0,,100.0,100.0,100.0,0.8,16.666666666666657,16.666666666666664,16.66666666666666,1.0,9.375,13.333333333333332,14.16666666666667,20.0,2.499999999999999,59.375,0.86,True,True,True,5,OK,NAO_PRIORIZAR,4.8091184126184245,5.070000171661377,5.0,False,AGUARDAR
ORVR3,,Orizon Valorização de Resíduos S.A.,Industrials,Waste Management,9317439488.0,1140615936.0,451188000.0,85248000.0,2085678445.988,870113984.0,2333149952.0,0.08196,0.26202,0.07474,1.1186527609220085,0.375,,0.0150331608979667,0.2238467026149548,0.1224173162024832,17.94954064381145,66.51961,4.467343,17.95,8098617344.0,451188000.0,-492880000.0,0.257,1.02,15.188,Yahoo Finance,67.8499984741211,45662031.223106384,66.51960634717754,4.4673425384593815,17.94954064381145,-0.052898653179855246,-0.43211740643258906,3.2426304954919014,-0.1606877591814161,-0.06825049768650815,,0.902219821100614,0.9535246104765921,0.2944424619072388,-0.19120277783082917,251,2026-08-07 00:00:00+00:00,general,33.33333333333333,81.48148148148148,62.96296296296296,66.66666666666667,61.111111111111114,1.0,96.29629629629629,,96.29629629629629,0.5,25.925925925925924,7.4074074074074066,7.4074074074074066,7.407407407407405,12.037037037037035,1.0,37.03703703703704,70.37037037037037,,18.51851851851852,66.66666666666666,48.148148148148145,0.8,85.18518518518519,85.18518518518519,85.18518518518519,1.0,15.277777777777779,19.25925925925926,2.407407407407407,9.62962962962963,12.777777777777779,59.351851851851855,0.86,True,True,True,5,OK,NAO_PRIORIZAR,65.83150335367272,67.8499984741211,5.0,False,AGUARDAR
BMOB3,,Bemobi Mobile Tech S.A.,Communication Services,Entertainment,1902465664.0,1791790976.0,160592992.0,159700000.0,955645550.898,349216000.0,45595000.0,0.15548,0.100039996,0.08913,0.0477112041772761,0.246,0.085,0.0822757065508575,0.5023194601070443,0.9418256580950308,10.3279776492364,12.154256,1.990765,10.328,1658600832.0,160592992.0,-24405124.0,0.068,1.88,11.478,Yahoo Finance,22.850000381469727,9437278.657550812,12.154255522058365,1.9907649748623215,10.3279776492364,-0.012828154779249671,-0.013620519539886331,-1.8906242185213162,-0.0774496138835582,0.006895564592789061,,0.9696995588042941,0.9564068396515356,0.3435879834536313,-0.19043831640923037,251,2026-08-07 00:00:00+00:00,general,66.66666666666666,16.666666666666664,50.0,66.66666666666667,50.0,1.0,100.0,60.0,80.0,1.0,66.66666666666666,16.666666666666664,100.0,0.0,45.83333333333333,1.0,66.66666666666666,50.0,,66.66666666666666,50.0,58.33333333333333,0.8,33.33333333333334,100.0,66.66666666666667,1.0,12.5,16.0,9.166666666666666,11.666666666666666,10.0,59.33333333333333,0.96,True,True,True,5,OK,NAO_PRIORIZAR,22.056765872546382,22.850000381469727,5.0,False,AGUARDAR
VLID3,,Valid Soluções S.A.,Industrials,Specialty Business Services,1332479744.0,2024424960.0,378371008.0,225808992.0,1710706635.528,539913984.0,710481024.0,0.13442001,0.14947,0.111540005,0.4153143556263309,0.032,-0.329,0.182031688440387,1.283851966732828,1.5192913581731715,4.003884948817221,5.493549,0.778906,4.004,1514953984.0,378371008.0,209701248.0,,3.1,21.864,Yahoo Finance,17.030000686645508,5137894.440491995,5.493548608595325,0.7789059955472698,4.003884948817221,0.15737668729619353,0.10358558708938266,0.4507931009344141,-0.052297259358679016,-0.20255890295219214,,0.9676796529484722,0.8663187356428308,0.3190125891208668,-0.27767584306990256,251,2026-08-07 00:00:00+00:00,general,62.96296296296296,51.85185185185185,74.07407407407408,81.48148148148148,67.5925925925926,1.0,40.74074074074074,22.22222222222222,31.48148148148148,1.0,92.5925925925926,88.88888888888889,55.55555555555556,88.88888888888889,81.48148148148147,1.0,59.25925925925925,55.55555555555556,,44.44444444444444,40.74074074074074,49.99999999999999,0.8,62.96296296296296,66.66666666666666,64.81481481481481,1.0,16.89814814814815,6.296296296296297,16.296296296296294,10.0,9.722222222222221,59.21296296296296,0.96,True,True,True,5,OK,NAO_PRIORIZAR,16.481092246485243,17.030000686645508,5.0,False,AGUARDAR
BMGB4,,Banco BMG S.A.,Financial Services,Banks - Regional,3352969472.0,2103911936.0,,592572032.0,1770441050.89,4216894976.0,19073495040.0,0.1351,0.42174,0.28165,10.773301393125609,-0.041,0.086,0.1923076923076923,1.4778846386897193,0.6274772119368702,,5.2,0.6766428,,18234363904.0,,,0.376,1.0,7.685,Yahoo Finance,5.199999809265137,5598250.461324057,5.199999809265137,0.6766427858510263,,,,,-0.037037089364844955,0.08530648998987655,,0.9906271031042131,1.0771175606666952,0.30845181312628067,-0.14057097181075395,251,2026-08-07 00:00:00+00:00,financial,38.095238095238095,,,,38.095238095238095,1.0,,50.0,50.0,1.0,90.47619047619048,76.19047619047619,,,83.33333333333334,1.0,38.095238095238095,90.47619047619048,,61.904761904761905,85.71428571428571,69.04761904761905,0.8,28.57142857142857,90.47619047619048,59.523809523809526,1.0,9.523809523809524,10.0,16.666666666666668,13.80952380952381,8.928571428571429,58.92857142857143,0.96,True,True,True,5,OK,NAO_PRIORIZAR,5.037942704229514,5.199999809265137,5.0,False,AGUARDAR
CPFE3,,CPFL Energia S.A.,Utilities,Utilities - Regulated Electric,51620999168.0,45054091264.0,13448983552.0,5763246080.0,24297589376.28,5751929856.0,36427317248.0,0.24763,0.28258,0.12792,1.4992152795026403,0.064,0.18,0.1116071428571428,0.4706919647280386,0.8727861139876804,6.200011527532872,8.96,2.1245317,6.2,83383853056.0,13448983552.0,168439008.0,0.111,5.0,21.087,Yahoo Finance,44.79999923706055,68733726.82947159,8.95999984741211,2.1245316658159314,6.200011527532872,0.00326299395042349,0.0037385951702590308,2.280870318072347,-0.05584829258735591,-0.03863871374609695,,0.9936786002424424,0.9841364117221246,0.24617235187838543,-0.18399200772161073,251,2026-08-07 00:00:00+00:00,general,89.47368421052632,47.368421052631575,36.84210526315789,26.31578947368422,50.0,1.0,47.368421052631575,68.75,58.05921052631579,1.0,63.1578947368421,26.31578947368421,73.68421052631578,78.94736842105263,60.52631578947368,1.0,63.1578947368421,52.63157894736842,,73.68421052631578,78.94736842105263,67.10526315789474,0.8,63.15789473684211,57.89473684210527,60.526315789473685,1.0,12.5,11.611842105263158,12.105263157894736,13.421052631578949,9.078947368421053,58.71710526315789,0.96,True,True,True,5,OK,NAO_PRIORIZAR,43.68571829482425,44.79999923706055,5.0,False,AGUARDAR
PNVL3,,Dimed S.A. Distribuidora de Medicamentos,Healthcare,Drug Manufacturers - General,1809152128.0,5898494976.0,435182016.0,137651008.0,1300234949.675,295198016.0,1403750016.0,0.10791001,0.04405,0.023340002,1.079612585672208,0.149,0.19,0.0724876417631749,0.7186985232182744,3.260364280432696,6.581809042403076,13.795455,1.391404,6.582,2864284928.0,435182016.0,126324248.0,,0.88,8.725,Yahoo Finance,12.140000343322754,9887342.346283596,13.795454935594039,1.391404050810631,6.5818090424030755,0.06982511091516125,0.021416352563491614,2.54732952935261,-0.05973519537045424,-0.11125508063918743,,1.0822941073406018,1.0064198574590204,0.3373372282728546,-0.3529030015079232,251,2026-08-07 00:00:00+00:00,general,44.44444444444444,11.11111111111111,33.33333333333333,33.33333333333334,30.555555555555557,1.0,77.77777777777779,87.5,82.63888888888889,1.0,55.55555555555556,55.55555555555556,88.88888888888889,55.55555555555556,63.888888888888886,1.0,44.44444444444444,66.66666666666666,,77.77777777777779,77.77777777777779,66.66666666666667,0.8,55.55555555555556,55.55555555555556,55.55555555555556,1.0,7.638888888888889,16.52777777777778,12.777777777777779,13.333333333333336,8.333333333333334,58.611111111111114,0.96,True,True,True,5,OK,NAO_PRIORIZAR,11.72622901594505,12.140000343322754,5.0,False,AGUARDAR
CMIG4,,Companhia Energética de Minas Gerais - CEMIG,Utilities,Utilities - Regulated Electric,31238647808.0,43369594880.0,7750017024.0,4837706240.0,19227400890.192,1792521984.0,20011374592.0,0.17038,0.1251,0.111549996,1.0407737741718337,0.063,-0.058,0.1565934044423983,0.9247252387016376,1.3883313754986972,6.382343054837656,6.385965,1.0814023,6.382,49463267328.0,7750017024.0,-3623300352.0,0.058,1.71,10.098,Yahoo Finance,10.920000076293945,145920375.61949092,6.385964956897044,1.081402265428198,6.382343054837656,-0.11598774614924587,-0.08354471288065672,2.350814527449482,-0.05563703974218004,0.0011472084085366596,,1.00205827808417,0.9937729168996146,0.2288078966300852,-0.21474316018190964,251,2026-08-07 00:00:00+00:00,general,63.1578947368421,10.526315789473683,26.31578947368421,63.15789473684211,40.78947368421052,1.0,42.10526315789473,37.5,39.80263157894737,1.0,94.73684210526315,57.89473684210527,89.47368421052632,63.15789473684211,76.31578947368422,1.0,68.42105263157895,84.21052631578947,,78.94736842105263,84.21052631578947,78.94736842105263,0.8,73.6842105263158,47.368421052631575,60.526315789473685,1.0,10.19736842105263,7.960526315789474,15.263157894736844,15.789473684210527,9.078947368421053,58.28947368421053,0.96,True,True,True,5,OK,NAO_PRIORIZAR,10.667552577869381,10.920000076293945,5.0,False,AGUARDAR
WEGE3,,WEG S.A.,Industrials,Electrical Equipment & Parts,201903325184.0,40130179072.0,8491448832.0,6254050816.0,17416889047.341,8801141760.0,5834735104.0,0.30791,0.19312,0.15584,0.3350044366787062,-0.006,-0.021,0.0309642579570401,0.086263510698875,0.1987593767236288,23.584539177024155,32.2953,11.592387,23.585,200266907648.0,8491448832.0,4960677888.0,-0.054,1.49,4.151,Yahoo Finance,48.119998931884766,374122164.6956444,32.295301296566954,11.592387119220614,23.584539177024155,0.024569570032980877,0.12361464620179605,-0.34934046176208533,0.09219940134261972,-0.05959491897909919,,1.0647333306848858,1.0432214319995905,0.29569418943196796,-0.22503766992957352,251,2026-08-07 00:00:00+00:00,general,92.5925925925926,66.66666666666666,88.88888888888889,85.18518518518519,83.33333333333333,1.0,29.629629629629626,38.88888888888889,34.25925925925926,1.0,33.33333333333333,3.7037037037037033,11.11111111111111,3.7037037037037095,12.962962962962962,1.0,88.88888888888889,74.07407407407408,,81.48148148148148,81.48148148148148,81.48148148148148,0.8,81.48148148148148,74.07407407407408,77.77777777777777,1.0,20.833333333333332,6.851851851851852,2.5925925925925926,16.296296296296298,11.666666666666666,58.24074074074074,0.96,True,True,True,5,OK,NAO_PRIORIZAR,46.68237325540104,48.119998931884766,5.0,False,AGUARDAR
MDIA3,,M. Dias Branco S.A. Indústria e Comércio de Alimentos,Consumer Defensive,Packaged Foods,5869154816.0,10445864960.0,1032798016.0,696729984.0,8365810358.88,1922240000.0,1746836992.0,0.0854,0.04908,0.066700004,0.2088066686983642,0.004,0.528,0.117781579243682,1.4253858947232785,1.7797903254355047,5.509741335521698,8.490292,0.7015644,5.51,5690449920.0,1032798016.0,589752256.0,-0.069,2.06,24.93,Yahoo Finance,17.489999771118164,9092613.631010056,8.490291151028234,0.7015643710837611,5.509741335521698,0.10048333610015987,0.05645796286457067,-0.16983282818389922,-0.13879632805429776,-0.2916677738625957,,0.9820073213746968,0.7810463076688098,0.347807343615551,-0.40261121964990887,251,2026-08-07 00:00:00+00:00,general,53.333333333333336,20.0,66.66666666666666,86.66666666666667,56.66666666666667,1.0,46.666666666666664,69.23076923076923,57.94871794871794,1.0,60.0,60.0,40.0,46.666666666666664,51.666666666666664,1.0,60.0,53.333333333333336,,73.33333333333333,40.0,56.66666666666667,0.8,80.0,60.0,70.0,1.0,14.166666666666668,11.58974358974359,10.333333333333334,11.333333333333336,10.5,57.92307692307693,0.96,True,True,True,5,OK,NAO_PRIORIZAR,16.875380783968286,17.489999771118164,5.0,False,AGUARDAR
LIGT3,,Light S.A.,Utilities,Utilities - Renewable,1894190208.0,15300280320.0,1766589056.0,2615270912.0,13651000944.372,1416765056.0,10130407424.0,0.3746,0.04882,0.17093,0.7420999723962761,0.081,6.09,0.6129032436004167,7.206774541031158,8.077478309929052,5.586224720730977,1.6315789,0.13875833,5.586,9868563456.0,1766589056.0,1962541696.0,0.608,1.9,22.341,Yahoo Finance,3.0999999046325684,11490588.81317377,1.631578897175036,0.13875833242167174,5.586224720730977,1.0360848069593653,0.12826834900760825,4.932467083052053,-0.25659476069178666,-0.40154440012272574,,1.0349201776365344,0.7050982931233776,0.6409519856368147,-0.6602739788663164,251,2026-08-07 00:00:00+00:00,general,100.0,5.263157894736842,57.89473684210527,84.21052631578948,61.8421052631579,1.0,68.42105263157895,100.0,84.21052631578948,1.0,100.0,100.0,100.0,84.21052631578948,96.05263157894737,1.0,5.263157894736842,5.263157894736842,,100.0,5.263157894736842,28.94736842105263,0.8,0.0,5.263157894736842,2.631578947368421,1.0,15.460526315789474,16.842105263157897,19.210526315789476,5.7894736842105265,0.3947368421052631,57.69736842105264,0.96,True,True,True,5,OK,NAO_PRIORIZAR,2.899245723524573,3.0999999046325684,5.0,False,AGUARDAR
COGN3,,Cogna Educação S.A.,Consumer Defensive,Education & Training Services,4442728960.0,7535162880.0,1766377984.0,671857024.0,13640378172.672,1205331968.0,6653981184.0,0.046550002,0.19761999,0.08916,0.487815007748906,0.319,0.539,0.1531531476341208,3.07027032072228,1.696066302455687,5.5932001471322685,6.529412,0.32570422,5.593,9879705600.0,1766377984.0,378490368.0,0.215,0.34,6.816,Yahoo Finance,2.2200000286102295,51745248.0668664,6.5294118488536155,0.32570422954962286,5.5932001471322685,0.0851932160182916,0.05022988540892696,3.0846451129680745,-0.15909093166842514,-0.44779131470709743,,0.9701101365065766,0.7396766751609652,0.4438221088835275,-0.5446112909585619,251,2026-08-07 00:00:00+00:00,general,40.0,53.333333333333336,73.33333333333333,80.0,61.66666666666667,1.0,100.0,76.92307692307693,88.46153846153847,1.0,73.33333333333333,93.33333333333333,33.33333333333333,40.0,60.0,1.0,53.333333333333336,13.333333333333334,,53.333333333333336,33.33333333333333,38.33333333333333,0.8,46.666666666666664,13.333333333333334,30.0,1.0,15.416666666666668,17.692307692307693,12.0,7.666666666666666,4.5,57.27564102564103,0.96,True,True,True,5,OK,NAO_PRIORIZAR,2.120450471074217,2.2200000286102295,5.0,False,AGUARDAR
SANB3,,Banco Santander (Brasil) S.A.,Financial Services,Banks - Regional,109243023360.0,48286806016.0,,13840916480.0,129633316809.108,171627053056.0,328950317056.0,0.11151,0.33218,0.28664,2.5375445537692825,0.288,0.498,0.1213159676804556,2.3300889795738806,0.442012721095016,,8.242938,0.42916816,,213763178496.0,,,0.178,1.77,33.996,Yahoo Finance,14.59000015258789,3828707.8400421143,8.242937939315192,0.42916814191633984,,,,,0.09044545418453431,-0.11895613970628038,,1.1223632446692777,1.007510722597823,0.3467488853886202,-0.32216715052158307,251,2026-08-07 00:00:00+00:00,financial,28.57142857142857,,,,28.57142857142857,1.0,,85.0,85.0,1.0,61.904761904761905,95.23809523809523,,,78.57142857142857,1.0,90.47619047619048,47.61904761904761,,100.0,76.19047619047619,78.57142857142857,0.8,9.523809523809518,9.523809523809524,9.523809523809522,1.0,7.142857142857142,17.0,15.714285714285715,15.714285714285715,1.4285714285714282,57.00000000000001,0.96,True,True,True,5,OK,NAO_PRIORIZAR,14.07885082774773,14.59000015258789,5.0,False,AGUARDAR
LREN3,,Lojas Renner S.A.,Consumer Cyclical,Department Stores,11910299648.0,15937579008.0,2373161984.0,1493784064.0,10205943936.123,1853528064.0,2895010048.0,0.14479999,0.08607,0.09373,0.2836592152689942,0.033,0.232,0.1194511648997052,0.8569006725299239,1.338134176219174,5.984553887072548,8.371622,1.1669964,5.985,14202315776.0,2373161984.0,1686143872.0,0.372,1.48,10.617,Yahoo Finance,12.390000343322754,180056131.239295,8.371621853596455,1.1669963589830228,5.984553887072548,0.14157023096250484,0.10579673808384737,0.4388583632393127,-0.0824691484623915,-0.1598756405679257,,0.8745311318550433,0.8710434616008607,0.38280090251759197,-0.2704251751908585,251,2026-08-07 00:00:00+00:00,general,50.0,45.45454545454545,59.09090909090909,90.9090909090909,61.36363636363637,1.0,50.0,84.21052631578947,67.10526315789474,1.0,50.0,50.0,54.54545454545454,59.090909090909086,53.40909090909091,1.0,54.54545454545454,68.18181818181817,,4.545454545454546,50.0,44.31818181818181,0.8,45.45454545454546,68.18181818181817,56.81818181818181,1.0,15.340909090909092,13.421052631578949,10.681818181818182,8.863636363636363,8.522727272727272,56.83014354066986,0.96,True,True,True,5,OK,NAO_PRIORIZAR,11.910794954972731,12.390000343322754,5.0,False,AGUARDAR
VIVA3,,Vivara Participações S.A.,Consumer Cyclical,Luxury Goods,5085970944.0,3157122816.0,834360064.0,585837248.0,3031125955.332,416659008.0,1225758976.0,0.19703,0.23988001,0.18556,0.404390643629899,0.095,0.004,0.1151178916572567,0.5959778527478184,0.6207512490264042,7.063740730524706,8.686747,1.6779147,7.064,5893703168.0,834360064.0,244527776.0,,2.49,12.891,Yahoo Finance,21.6299991607666,63427376.93904877,8.686746650910282,1.6779147591937478,7.063740730524706,0.048078877896161255,0.07745272840218832,0.9697251856963278,-0.09875003496805823,-0.24370633313764112,,0.9820390430807946,0.7954096029510651,0.3806885323866468,-0.42239491930116546,251,2026-08-07 00:00:00+00:00,general,77.27272727272727,95.45454545454545,86.36363636363636,81.81818181818181,85.22727272727272,1.0,68.18181818181817,68.42105263157895,68.30143540669856,1.0,45.45454545454545,40.909090909090914,13.636363636363635,40.90909090909091,35.227272727272734,1.0,45.45454545454545,31.818181818181817,,59.09090909090909,27.27272727272727,40.909090909090914,0.8,50.0,36.36363636363637,43.18181818181819,1.0,21.30681818181818,13.660287081339712,7.045454545454547,8.181818181818183,6.4772727272727275,56.67165071770335,0.96,True,True,True,5,OK,NAO_PRIORIZAR,20.79803672351627,21.6299991607666,5.0,False,AGUARDAR
VIVT3,,Telefônica Brasil S.A.,Communication Services,Telecom Services,97721638912.0,61774049280.0,20136968192.0,6598880256.0,68721514599.76,8576167936.0,19848372224.0,0.09872,0.17638001,0.10682,0.2888232650225861,0.076,0.185,0.0673642867290805,0.7032374026095312,0.6321429927677388,5.416297618592375,14.844661,1.4219949,5.416,109067812864.0,20136968192.0,12585449472.0,0.214,2.06,21.505,Yahoo Finance,30.579999923706055,156828510.27539572,14.844660157138861,1.4219948813627554,5.416297618592375,0.12878876789339783,0.2037336004145461,0.5597766347209215,-0.10876265822608899,-0.15232058636114365,,0.9068053410512181,0.8808556927228544,0.25434972748207935,-0.25326989333962036,251,2026-08-07 00:00:00+00:00,general,50.0,50.0,66.66666666666666,50.0,54.166666666666664,1.0,33.33333333333333,80.0,56.666666666666664,1.0,50.0,83.33333333333334,66.66666666666666,33.33333333333334,58.333333333333336,1.0,50.0,33.33333333333333,,33.33333333333333,33.33333333333333,37.5,0.8,83.33333333333334,83.33333333333334,83.33333333333334,1.0,13.541666666666666,11.333333333333334,11.666666666666668,7.5,12.500000000000002,56.54166666666667,0.96,True,True,True,5,OK,NAO_PRIORIZAR,29.79413812492029,30.579999923706055,5.0,False,AGUARDAR
CSED3,,Cruzeiro do Sul Educacional S.A.,Consumer Defensive,Education & Training Services,1603987328.0,2866369024.0,667900992.0,271939008.0,1652106845.664,930828032.0,2512210944.0,0.16947001,0.20291,0.09487,1.5206104560327722,0.045,-0.288,0.1704545357696286,1.0299999855800002,1.787027225192642,4.769225005133695,5.866667,0.9708738,4.769,3185370112.0,667900992.0,249568128.0,0.413,0.75,4.532,Yahoo Finance,4.400000095367432,1781530.705280304,5.866666793823242,0.9708738074508896,4.769225005133695,0.15559233146260867,0.08706768943927856,2.367690617234478,-0.1287128853103756,-0.3007477534243772,,1.1178293977251619,0.8415790531097179,0.48625763114223836,-0.5083605494893051,251,2026-08-07 00:00:00+00:00,general,73.33333333333333,60.0,80.0,53.333333333333336,66.66666666666666,1.0,66.66666666666666,38.46153846153847,52.56410256410256,1.0,86.66666666666667,46.666666666666664,46.666666666666664,66.66666666666667,61.66666666666667,1.0,66.66666666666666,46.666666666666664,,100.0,53.333333333333336,66.66666666666666,0.8,20.0,26.666666666666668,23.333333333333336,1.0,16.666666666666664,10.512820512820513,12.333333333333336,13.333333333333332,3.5000000000000004,56.34615384615384,0.96,True,True,True,5,OK,NAO_PRIORIZAR,4.18382954052074,4.400000095367432,5.0,False,AGUARDAR
